,user_id,subscription_start_date,subscription_plan,country_code
13535,user_b192aba1-171e-492d-bb7d-934bf6e542dc,1067-10-22 14:33:02+00:00,Higgsfield Ultimate,AM
13616,user_c724ed80-bdd7-48fe-b76d-c182b23b87c2,1067-10-17 14:55:31+00:00,Higgsfield Ultimate,SE
13619,user_84c8f391-3cc9-4fc1-8451-2b27b4a97810,1067-10-19 00:39:21+00:00,Higgsfield Ultimate,EC
13800,user_b4e9339d-a63e-4951-81e7-0b1b6b4c2d51,1067-10-11 18:56:29+00:00,Higgsfield Ultimate,NO
13900,user_f38c2e03-4f34-47ed-8437-5e3dd61f81ee,1067-10-10 16:03:20+00:00,Higgsfield Ultimate,MD
13967,user_8fea0ef7-6825-4c64-9636-a1b12fd3e5e5,1067-09-27 14:00:19+00:00,Higgsfield Ultimate,DK
14044,user_28c14f46-68d7-4dd0-a1af-5c2d56b01f41,1067-10-18 00:33:09+00:00,Higgsfield Ultimate,NZ
14208,user_12fbb9bb-348a-4881-96d8-c7b7765198b2,1067-10-01 20:18:53+00:00,Higgsfield Ultimate,LV
14246,user_063667e2-1a54-489b-84b1-f6437f861bc3,1067-10-07 09:04:32+00:00,Higgsfield Ultimate,LK
14258,user_f9d2628d-f9d1-4abb-a242-ecefba899d70,1067-09-30 11:08:17+00:00,Higgsfield Ultimate,LV
14295,user_fc64261e-b257-40f9-9214-6a82f8a66bdb,1067-10-21 13:57:51+00:00,Higgsfield Ultimate,BY
14356,user_31853a30-9918-4754-b779-6b961026f89a,1067-09-30 19:00:17+00:00,Higgsfield Ultimate,TJ
14418,user_f47777a3-4b3d-4471-a391-73c02a7d40b8,1067-09-04 09:01:05+00:00,Higgsfield Basic,AE
14437,user_a361720a-aeb5-4bd6-b8a2-4980dc9d56f8,1067-09-22 10:01:52+00:00,Higgsfield Basic,AE
14453,user_029d5db2-3bc0-4902-ad81-a829c59bb0be,1067-08-29 11:19:24+00:00,Higgsfield Basic,AE
14490,user_52911288-8289-4691-81cb-97cba040ee2e,1067-09-02 08:36:03+00:00,Higgsfield Creator,AE
14524,user_ee518bd8-1f7d-4677-b897-5e4190936740,1067-09-17 10:15:16+00:00,Higgsfield Creator,AE
14542,user_08568132-dd2b-4d10-89af-d0893b89b856,1067-08-28 15:08:02+00:00,Higgsfield Creator,AE
14546,user_a1a6b370-e947-40d2-b903-0c43a6c5d7ad,1067-09-02 22:22:40+00:00,Higgsfield Creator,AE
14548,user_9e862667-ae61-42db-b342-754140058a90,1067-09-22 07:35:22+00:00,Higgsfield Creator,AE
14556,user_8e68c359-8657-44a3-9f39-e572409eb266,1067-08-29 08:07:40+00:00,Higgsfield Creator,AE
14659,user_7113390d-2f96-4ecc-8a58-973f89524bf3,1067-09-19 09:10:59+00:00,Higgsfield Ultimate,AE
14676,user_01b5550b-df79-42be-883a-72ad81a69188,1067-09-21 16:09:57+00:00,Higgsfield Ultimate,AE
14682,user_9b16d364-97ce-4650-8144-b5f8fc34a0e3,1067-08-26 20:54:39+00:00,Higgsfield Ultimate,AE
14698,user_37ee0883-22f4-4e41-8441-07170daa0da3,1067-09-06 06:28:07+00:00,Higgsfield Ultimate,AE
14707,user_e20b1819-c837-4218-a5c8-52e494bd0b9f,1067-09-09 19:54:22+00:00,Higgsfield Ultimate,AE
14790,user_1bb92a93-11b6-45fb-80da-250ebe465323,1067-10-01 15:19:52+00:00,Higgsfield Creator,AE
14880,user_7bd8c109-b107-4149-be44-af9a6028a03b,1067-10-04 12:35:48+00:00,Higgsfield Basic,AE
14905,user_d3b392c3-41fd-4a6d-8659-f599a06876c8,1067-09-16 12:32:19+00:00,Higgsfield Pro,AE
14935,user_1ddde26c-97d7-4db7-88fa-cf4ee7d0cdee,1067-11-04 11:51:43+00:00,Higgsfield Ultimate,AE
14977,user_da932f12-2083-43a6-85a6-3eceb3cad294,1067-11-09 18:17:23+00:00,Higgsfield Ultimate,AE
14991,user_011854b0-7d7e-47ec-bec9-5acf5ce78b08,1067-11-04 00:47:34+00:00,Higgsfield Ultimate,AE
15162,user_7a0ba399-90ea-42ee-a5f3-04028f8a90b3,1067-10-19 15:10:59+00:00,Higgsfield Basic,AE
15183,user_bb52ffb3-d278-43e3-b5ec-230486cb63a6,1067-09-27 11:00:01+00:00,Higgsfield Ultimate,AE
15197,user_20f31f43-94eb-4f7d-806c-276c372ba557,1067-10-11 05:35:51+00:00,Higgsfield Ultimate,AE
15205,user_80d6645d-7710-4c82-8a1e-d30380909e8f,1067-10-11 15:19:24+00:00,Higgsfield Ultimate,AE
15229,user_7ede8c58-53ad-4572-a920-9e069a7b7d79,1067-10-12 07:19:43+00:00,Higgsfield Ultimate,AE
15263,user_fb4a1976-f06b-429d-9b80-abc4e013789f,1067-08-27 17:29:36+00:00,Higgsfield Ultimate,AE
15268,user_8eb2cbbf-c9e9-4c3d-a001-39aa747a5591,1067-08-26 11:23:48+00:00,Higgsfield Ultimate,AE
15273,user_e715b698-dc1b-4cec-a672-69e728852eda,1067-09-10 14:13:13+00:00,Higgsfield Ultimate,AE
15352,user_1a337bdc-52cd-48ac-b8a8-4dda41afaaa8,1067-09-24 10:52:17+00:00,Higgsfield Ultimate,AE
15432,user_c7e00287-51e0-4ac3-9138-4647e68872c5,1067-09-22 16:57:35+00:00,Higgsfield Ultimate,AE
15457,user_20d64e88-45bc-43ae-8727-a4e4fb228c9e,1067-11-05 03:13:21+00:00,Higgsfield Ultimate,AE
15562,user_52f2d20c-771a-4348-ab62-a8aca9df3d15,1067-10-27 16:15:45+00:00,Higgsfield Ultimate,AE
15570,user_4008fb94-53fa-4a39-9b2d-f49edd5a722e,1067-10-28 17:27:51+00:00,Higgsfield Ultimate,AE
15613,user_ee92f9b8-d326-41f6-af4d-39ad5594962c,1067-10-30 23:36:33+00:00,Higgsfield Ultimate,AE
15639,user_90d85090-9ae5-48a5-880a-8a232a5deb00,1067-10-15 11:41:56+00:00,Higgsfield Ultimate,AE
15673,user_8ac18676-41fe-4bfa-b6b8-61fbad3c24ac,1067-10-16 16:32:38+00:00,Higgsfield Ultimate,AE
15718,user_e5769842-5e75-43dc-9a9a-3fbcc612a8d3,1067-09-27 07:57:02+00:00,Higgsfield Ultimate,AE
15772,user_2869d8a8-f3d0-487a-a461-cd79a4d2d6b7,1067-10-09 11:54:02+00:00,Higgsfield Ultimate,AE
15798,user_6bf0d644-98f2-4a27-bd6b-c244520edbcd,1067-10-15 16:29:32+00:00,Higgsfield Ultimate,AE
15967,user_93f02bac-0f39-42d9-a402-b3a5528a4ac7,1067-10-02 23:02:48+00:00,Higgsfield Creator,AR
16167,user_d960ce2c-e0e4-420c-bd76-00799589a3ca,1067-11-06 21:56:38+00:00,Higgsfield Basic,AR
16173,user_1db833e6-799a-4d11-9180-deb809f27861,1067-11-08 17:50:35+00:00,Higgsfield Basic,AR
16190,user_6fefdb82-a053-4d99-b183-928abb64ffd3,1067-10-14 16:10:24+00:00,Higgsfield Ultimate,AR
16298,user_dff57656-29b5-4c40-ab5f-c6ee35d20963,1067-08-31 00:56:24+00:00,Higgsfield Ultimate,AR
16346,user_57dbd98a-2fa0-476c-9618-8929a5f896b0,1067-09-20 14:01:09+00:00,Higgsfield Ultimate,AR
16386,user_bca6a415-acdb-4f5f-9087-0ae729e43a4c,1067-10-29 10:30:41+00:00,Higgsfield Ultimate,AR
16410,user_a150b008-05aa-4844-9394-b180b9194b76,1067-11-04 01:06:09+00:00,Higgsfield Ultimate,AR
16499,user_21cfa6d8-bd08-42ff-bac4-01bb147d0293,1067-11-01 14:42:12+00:00,Higgsfield Creator,AT
16600,user_e7274dc8-b13c-44c9-b237-20178fae7a2a,1067-11-07 12:20:17+00:00,Higgsfield Pro,AT
16637,user_0d348937-47cc-4efe-89a9-5e64495024dd,1067-10-23 21:21:18+00:00,Higgsfield Basic,AT
16692,user_a3610ed1-ea35-489d-9353-4c4f2dbbd404,1067-11-08 16:12:37+00:00,Higgsfield Ultimate,AT
16735,user_9f822e40-8eef-485e-9826-afbc62329410,1067-10-31 21:42:04+00:00,Higgsfield Basic,AT
16759,user_3c695283-dc27-4c8e-b1b4-9f679d1fae7d,1067-10-10 10:29:40+00:00,Higgsfield Ultimate,AT
16828,user_9194a205-3423-4f96-932a-cba893d8ec66,1067-08-28 10:02:09+00:00,Higgsfield Ultimate,AT
16894,user_920f227f-3888-46fe-8f16-2cb348fcbe40,1067-11-05 13:49:26+00:00,Higgsfield Ultimate,AT
16923,user_8c3dca45-1708-4184-8ee1-5232e0334dc3,1067-11-04 20:37:35+00:00,Higgsfield Ultimate,AT
16938,user_58fe3924-621f-469b-a7f7-7c8f2a7993c6,1067-10-08 19:53:36+00:00,Higgsfield Ultimate,AT
16953,user_5cd01a93-3b10-4a99-8d91-53626c0f6171,1067-10-06 12:57:57+00:00,Higgsfield Ultimate,AT
17021,user_66736c0e-f083-4cbb-8dd5-4fc2e4157e76,1067-11-01 02:30:10+00:00,Higgsfield Creator,AU
17032,user_9d7634e4-ab98-4576-ab24-85bea653fd7b,1067-11-09 13:06:22+00:00,Higgsfield Creator,AU
17152,user_b263d144-8db4-4937-97fc-0f5d96952d67,1067-09-23 08:42:43+00:00,Higgsfield Creator,AU
17295,user_9c0a6518-ad8d-41bd-85db-cb7d1ba172b3,1067-08-28 11:38:22+00:00,Higgsfield Ultimate,AU
17322,user_eb5da29d-217a-404a-b650-100cb4008a80,1067-09-30 14:05:55+00:00,Higgsfield Creator,AU
17340,user_011e3694-3d9f-407e-b06d-ec8a1a5bac90,1067-10-04 01:07:54+00:00,Higgsfield Creator,AU
17354,user_3d39bef4-27a8-4e41-b1d7-2fe77f4500c9,1067-10-13 23:27:19+00:00,Higgsfield Creator,AU
17377,user_bb8a4392-500e-4ae3-9b74-d09fa460fddb,1067-09-26 12:47:52+00:00,Higgsfield Pro,AU
17416,user_4231a0e4-61f7-4b94-a00b-65a3220da8b0,1067-10-21 09:48:58+00:00,Higgsfield Pro,AU
17520,user_36b62749-8a2a-4f27-a9b6-fb0ef79dd3df,1067-09-11 07:14:17+00:00,Higgsfield Pro,AU
17552,user_1da112e7-bbc3-41d9-b50c-412c67fa9ed9,1067-11-08 00:09:05+00:00,Higgsfield Ultimate,AU
17553,user_78a67cb6-7f1d-4ae5-8bec-6491e9c5efe3,1067-11-08 06:56:54+00:00,Higgsfield Ultimate,AU
17598,user_88bda44f-c4da-4a2f-a9d7-dd188cd9babd,1067-11-07 23:39:47+00:00,Higgsfield Ultimate,AU
17631,user_f271a23a-38d4-4e55-b11d-12eaf59b5715,1067-09-25 06:44:34+00:00,Higgsfield Pro,AU
17672,user_ac338ae3-b8ea-4387-9990-95ca2d70f183,1067-10-27 12:33:16+00:00,Higgsfield Basic,AU
17698,user_aaffbe08-2fee-4a66-8456-6a33046d26c7,1067-10-27 02:21:31+00:00,Higgsfield Basic,AU
17719,user_dbcc6304-a9e3-48dd-8e4a-a6b584b45422,1067-11-08 05:47:45+00:00,Higgsfield Basic,AU
17741,user_f7b08066-5757-453e-b755-e0bd04ba3f71,1067-10-25 05:54:57+00:00,Higgsfield Ultimate,AU
17787,user_04ce2563-7261-494e-a859-9f41be943d34,1067-10-11 02:55:30+00:00,Higgsfield Ultimate,AU
17852,user_7c58e8d7-3a0f-4a11-afcd-2de24700eb37,1067-10-24 04:37:11+00:00,Higgsfield Ultimate,AU
17943,user_5a14b73b-41df-4c31-9661-ad69d5841f96,1067-09-07 05:19:32+00:00,Higgsfield Ultimate,AU
17970,user_fc4eb09e-d87a-43a9-aab5-9783ea7f0a73,1067-08-30 11:10:18+00:00,Higgsfield Ultimate,AU
18037,user_44c49d34-f66f-4f15-b4cc-24bceffde601,1067-09-02 13:18:10+00:00,Higgsfield Ultimate,AU
18084,user_327b8d0c-62fe-4c2c-9bca-d16c67a52894,1067-11-06 11:49:34+00:00,Higgsfield Ultimate,AU
18095,user_f06e499c-7a26-4695-874f-6b5ca953cf6e,1067-11-08 08:15:30+00:00,Higgsfield Ultimate,AU
18118,user_81cb56b5-9761-4ce0-a068-319d3667da4c,1067-11-06 07:44:03+00:00,Higgsfield Ultimate,AU
18272,user_04914bdb-9966-4b42-bccd-c2f4302f1ee9,1067-10-18 13:30:54+00:00,Higgsfield Ultimate,AU
18336,user_9def592b-1bff-4fc3-9918-ee38406a330c,1067-10-03 04:18:46+00:00,Higgsfield Ultimate,AU
18411,user_98b8804c-4538-499a-a829-fb6d299874b5,1067-11-04 04:25:00+00:00,Higgsfield Creator,BR
18616,user_f734c278-87c9-449f-b332-894c92659ecb,1067-09-18 13:08:04+00:00,Higgsfield Creator,BR
18724,user_29546d5c-d6db-4241-a64e-1204dd3aca30,1067-11-07 14:40:29+00:00,Higgsfield Basic,BR
18728,user_69657512-b5c7-4562-8e2e-e10c45a0838f,1067-10-29 20:42:59+00:00,Higgsfield Basic,BR
18745,user_f860e176-c242-43e6-8986-fc806b43bdb9,1067-11-01 19:02:38+00:00,Higgsfield Basic,BR
18765,user_fc5be63f-3701-4e52-b595-7bbdf3f5f275,1067-10-29 21:16:55+00:00,Higgsfield Basic,BR
19032,user_2e162e1f-4f58-40b6-ac4f-fc376aa05706,1067-10-09 19:00:53+00:00,Higgsfield Creator,BR
19146,user_2f0de028-ddea-4e3d-906b-054e0bd1156e,1067-09-22 13:00:28+00:00,Higgsfield Basic,BR
19213,user_2f9032a2-c2ab-4f5a-a43f-16bea8927c06,1067-10-28 18:02:46+00:00,Higgsfield Pro,BR
19360,user_c11b98b2-7b7e-452e-8e58-57671b42a813,1067-10-08 20:58:32+00:00,Higgsfield Basic,BR
19438,user_b159aea5-101f-4853-af83-04830b36c0b8,1067-10-12 23:27:29+00:00,Higgsfield Basic,BR
19454,user_68bf7c80-4754-49d4-b34d-0ea1cbfd38b4,1067-10-03 17:00:24+00:00,Higgsfield Basic,BR
19480,user_75bb229f-65b7-451f-b3ea-cc90f14a5e4f,1067-10-31 16:48:30+00:00,Higgsfield Ultimate,BR
19516,user_209bbfad-44db-4d0d-a372-d565a2cab3d3,1067-11-02 20:27:13+00:00,Higgsfield Ultimate,BR
19659,user_2268e910-c9a2-4856-ba11-c1ad63edddfe,1067-11-08 19:24:58+00:00,Higgsfield Ultimate,BR
19796,user_cda428be-58f3-4cfa-af32-3dfd7dc1490e,1067-11-05 19:48:45+00:00,Higgsfield Basic,BR
19804,user_540d458c-1b85-4ae0-b727-c3fdbe58a191,1067-11-02 15:05:08+00:00,Higgsfield Basic,BR
19823,user_fa8134f5-2d31-45a1-90e5-d33461069fc2,1067-11-08 17:34:02+00:00,Higgsfield Basic,BR
19825,user_d5b50aac-c865-4faa-9169-ede069a29f6a,1067-10-29 00:28:51+00:00,Higgsfield Basic,BR
19853,user_d79a0c1e-25d2-4023-abd0-102035e587d1,1067-11-06 22:48:58+00:00,Higgsfield Basic,BR
19861,user_b28ef7b4-3c88-4cb4-8dd5-5b6b6a0ec942,1067-10-29 17:58:54+00:00,Higgsfield Basic,BR
19982,user_64c3250a-1fa2-4030-bb23-98cc7a36866f,1067-10-23 00:33:23+00:00,Higgsfield Ultimate,BR
20138,user_460c7fbe-9073-42da-9ce6-f9dd2f7e5810,1067-10-02 10:01:39+00:00,Higgsfield Ultimate,BR
20192,user_e76bad71-1c79-4c4d-b0b5-2e2202bee24c,1067-10-26 20:45:54+00:00,Higgsfield Ultimate,BR
20209,user_5b0e853a-fcb6-40bd-9b10-854fd6ee56ca,1067-10-19 19:12:43+00:00,Higgsfield Ultimate,BR
20248,user_9f423b95-192a-4c6c-a2bc-788501d795f6,1067-10-01 22:16:25+00:00,Higgsfield Pro,BR
20280,user_def71cf6-5185-453c-9e38-2c11db699d38,1067-10-12 00:54:45+00:00,Higgsfield Basic,BR
20284,user_de812072-4fa2-41ee-9d9f-a4d85d81a0b4,1067-10-22 03:04:00+00:00,Higgsfield Basic,BR
20296,user_fab5b510-9b3e-4287-916c-aec21a8a3092,1067-09-28 06:25:35+00:00,Higgsfield Basic,BR
20298,user_e18e2b98-7166-4210-aeb6-2fd6afaf4d68,1067-10-24 17:04:00+00:00,Higgsfield Basic,BR
20324,user_a4b241ad-d72a-4be8-a3f6-46db2455c588,1067-10-19 18:31:45+00:00,Higgsfield Basic,BR
20396,user_1bc46f1e-a704-4539-976d-30a34490be18,1067-09-10 19:12:39+00:00,Higgsfield Ultimate,BR
20398,user_0ba6440a-603f-4beb-98f2-7382086cb887,1067-09-25 04:08:23+00:00,Higgsfield Ultimate,BR
20589,user_3b36fb7f-1a7f-496d-8580-9287d47007db,1067-09-20 20:29:31+00:00,Higgsfield Ultimate,BR
20763,user_80ad608d-e55a-48d2-9e5c-e61b8b7ba141,1067-11-03 14:59:42+00:00,Higgsfield Ultimate,BR
20843,user_8459421a-b554-4704-9f5c-a16b11a4523e,1067-10-16 20:09:25+00:00,Higgsfield Ultimate,BR
20851,user_619ecb15-a9ac-472f-871b-9f569466c1b9,1067-10-04 22:27:08+00:00,Higgsfield Ultimate,BR
20887,user_0905350a-5e4f-4e50-b040-90c8282a62a9,1067-10-17 19:01:42+00:00,Higgsfield Ultimate,BR
20966,user_9a0fd68a-6070-4b22-b4d5-1b1af0948434,1067-10-25 11:22:59+00:00,Higgsfield Ultimate,BR
21021,user_a0b11aa6-b055-4d99-b48a-1e527b4d47f0,1067-10-22 19:00:16+00:00,Higgsfield Ultimate,BR
21031,user_2b8e419f-53f4-4f6b-93e2-e4f020d53786,1067-10-25 11:07:52+00:00,Higgsfield Ultimate,BR
21135,user_1a8ef144-71ae-4246-b51a-e85fba8feb3c,1067-09-11 01:45:21+00:00,Higgsfield Basic,CA
21197,user_fe7df3f0-5bf9-4b48-9664-73c269fb45cf,1067-09-15 19:18:07+00:00,Higgsfield Basic,CA
21206,user_5c279ca3-2591-4c42-befa-0143806b8363,1067-09-13 04:21:32+00:00,Higgsfield Basic,CA
21418,user_59cd1644-f465-46b1-a476-c9bee188e99f,1067-11-07 03:19:43+00:00,Higgsfield Basic,CA
21510,user_d9fa12fd-5502-4a42-a020-ea578639d37e,1067-11-01 15:08:23+00:00,Higgsfield Pro,CA
21562,user_982c18a3-9c57-4898-81c3-8a4bd33045e9,1067-10-11 18:29:22+00:00,Higgsfield Creator,CA
21617,user_a6f11b6d-9355-4629-8f6c-fb124709b456,1067-10-15 01:46:33+00:00,Higgsfield Pro,CA
21727,user_b3f7a586-c3ea-4cdc-9f99-b402f96c2cf9,1067-10-16 15:08:50+00:00,Higgsfield Basic,CA
21770,user_60e6fd99-68ea-42e6-9fe5-b75d4386d4ef,1067-09-30 17:43:58+00:00,Higgsfield Basic,CA
21817,user_ca818f1f-4164-4462-93b0-b347b3f0c0aa,1067-10-15 18:19:17+00:00,Higgsfield Basic,CA
21837,user_aa3f1730-5227-45cb-9616-0ab90c22ea88,1067-11-07 00:56:02+00:00,Higgsfield Ultimate,CA
22089,user_fa9aff81-c704-4ce4-894b-a5d91aad5160,1067-10-29 13:19:22+00:00,Higgsfield Basic,CA
22148,user_4e32b9a7-b4e5-40a7-bd29-4c8eb215f5f6,1067-10-28 03:51:09+00:00,Higgsfield Basic,CA
22167,user_c65de791-c5cc-4e34-b6c8-415c85539e77,1067-11-07 00:16:24+00:00,Higgsfield Basic,CA
22232,user_ed0765d2-2792-49d6-a521-3cfc37e186e2,1067-10-11 16:03:08+00:00,Higgsfield Ultimate,CA
22261,user_8e526b4b-a1bc-49ee-a9fd-c40e58768822,1067-10-10 03:13:52+00:00,Higgsfield Ultimate,CA
22268,user_1d4ac831-8e49-46b4-b804-818ae7d52962,1067-10-12 17:32:11+00:00,Higgsfield Ultimate,CA
22291,user_6cd49994-ae5c-4355-bea6-a2331a83441e,1067-10-17 06:47:46+00:00,Higgsfield Ultimate,CA
22487,user_ccafb6b7-34c8-4108-97e5-ba3a97e67fa8,1067-09-05 23:11:53+00:00,Higgsfield Ultimate,CA
22570,user_1a984bd6-5fbb-4374-8ce9-a79e3265ed43,1067-09-18 00:23:47+00:00,Higgsfield Ultimate,CA
22597,user_7b02d7c0-1e42-423b-b527-f4620511e433,1067-09-06 15:32:24+00:00,Higgsfield Ultimate,CA
22709,user_4599f53d-1c6e-47d6-be0f-7ed52ab5e409,1067-08-31 04:14:55+00:00,Higgsfield Ultimate,CA
22921,user_f0087586-c24c-4081-8d0d-a299612dfa0c,1067-11-07 16:05:13+00:00,Higgsfield Ultimate,CA
22994,user_1a334cb6-a2fe-495f-a4d5-41a9c09c5735,1067-11-09 19:07:33+00:00,Higgsfield Ultimate,CA
22997,user_5a97171f-9cff-4745-9399-c3580514009f,1067-11-01 17:05:12+00:00,Higgsfield Ultimate,CA
23186,user_a513fedf-e1e3-4712-a14c-cc45b9d0d7a1,1067-10-21 21:53:32+00:00,Higgsfield Ultimate,CA
23192,user_87c558b2-b191-45f9-bb54-beb80dfc8b00,1067-10-20 20:22:58+00:00,Higgsfield Ultimate,CA
23216,user_dbfee6a6-60c5-46fa-8b36-66a0d999cf39,1067-11-02 00:28:44+00:00,Higgsfield Creator,CH
23370,user_35311591-fb50-46a3-8e54-42b8cf174463,1067-11-01 10:17:02+00:00,Higgsfield Pro,CH
23396,user_04ff845c-d803-4f86-bf48-bfa3d52de9a2,1067-09-28 20:21:42+00:00,Higgsfield Basic,CH
23602,user_9d448c08-2f2a-4f49-a861-d015878a98a0,1067-08-31 09:54:34+00:00,Higgsfield Ultimate,CH
23660,user_686cf2a2-10ad-4aa6-a8d3-78e783d2fcbf,1067-08-27 18:19:41+00:00,Higgsfield Ultimate,CH
23671,user_e73739cf-ea3a-4d2e-9e10-d395f4facda9,1067-09-21 10:50:19+00:00,Higgsfield Ultimate,CH
23737,user_f354694d-78f9-4dc1-8602-3f572ca5194b,1067-11-05 10:36:14+00:00,Higgsfield Ultimate,CH
23742,user_9924324d-0666-4621-b06b-51dadb640315,1067-11-04 14:49:38+00:00,Higgsfield Ultimate,CH
23817,user_a5cdb1cb-98e6-4f40-ab90-587a1c3d2809,1067-10-14 14:55:12+00:00,Higgsfield Ultimate,CH
23848,user_bec17005-9e4b-4ead-aef1-e046eb6a0f67,1067-09-13 18:26:01+00:00,Higgsfield Basic,CO
23875,user_1c4cb7e5-1b7e-4499-a980-78622c67f76e,1067-09-06 05:42:21+00:00,Higgsfield Basic,CO
23889,user_4c97e73f-fa7d-4682-ba97-0317aec0a1e1,1067-08-27 19:03:24+00:00,Higgsfield Basic,CO
23896,user_c8a2e0c4-65a0-4b83-ab66-98e7326f86d6,1067-08-27 20:42:22+00:00,Higgsfield Basic,CO
23902,user_287d4bcc-efc4-4de4-be94-09007adcbe17,1067-09-24 06:28:47+00:00,Higgsfield Basic,CO
23980,user_f2406957-dee8-4a3c-8553-3c3d10202f6e,1067-10-29 04:26:09+00:00,Higgsfield Basic,CO
23982,user_a9443b9f-3599-4bde-aa75-28daf3771672,1067-10-31 23:38:06+00:00,Higgsfield Basic,CO
24012,user_0401320d-2355-443e-9318-46e4953d8cd1,1067-09-08 20:10:08+00:00,Higgsfield Ultimate,CO
24020,user_24b7c302-db2c-46c1-afe5-20b8b6ab4488,1067-08-26 04:36:09+00:00,Higgsfield Ultimate,CO
24070,user_e8dc3f8d-e20e-4586-8fc9-d343f3c10470,1067-11-07 23:33:40+00:00,Higgsfield Pro,CO
24093,user_6bc7a1e2-b728-44b3-962a-8a56d899f8e0,1067-09-14 19:12:26+00:00,Higgsfield Basic,CO
24201,user_bb699e88-4166-43e9-84ca-5ecf5b44a624,1067-09-27 18:57:53+00:00,Higgsfield Basic,CO
24207,user_9f323681-459b-43c9-aae8-62a1134e4e77,1067-11-01 15:03:46+00:00,Higgsfield Ultimate,CO
24301,user_52eeb8b4-05ae-4559-b111-3148d8ec1f69,1067-10-31 15:02:52+00:00,Higgsfield Basic,CO
24357,user_7f3c096f-66c9-47fa-aec3-d7b833517398,1067-11-05 16:12:36+00:00,Higgsfield Basic,CO
24366,user_475c770b-3fb9-4e0e-9f5a-aa7d24667311,1067-11-05 22:24:36+00:00,Higgsfield Basic,CO
24387,user_d2877e62-3a3d-4a6b-ae17-782b4a5d387c,1067-10-22 01:04:21+00:00,Higgsfield Ultimate,CO
24438,user_c86b59f8-40d5-4b70-beb0-982b3115bde2,1067-10-17 15:15:00+00:00,Higgsfield Ultimate,CO
24537,user_9eb20953-6e0e-4f5f-bb7b-b079f845e409,1067-08-30 23:44:28+00:00,Higgsfield Ultimate,CO
24622,user_f61cc737-603c-429f-8371-d2ab73f4ef57,1067-11-02 22:46:30+00:00,Higgsfield Ultimate,CO
24839,user_466a3536-353a-4a99-92d6-17f0a855098c,1067-11-08 17:59:24+00:00,Higgsfield Basic,CZ
24871,user_c19a4f4b-fcf8-4374-a20d-3d6e6f01df72,1067-09-15 21:27:26+00:00,Higgsfield Ultimate,CZ
25067,user_6d61a433-3c43-46dd-b738-44e89648047e,1067-11-04 12:37:21+00:00,Higgsfield Basic,CZ
25082,user_518dfbcc-91e0-4d41-8b66-d535c646aba4,1067-09-28 20:30:41+00:00,Higgsfield Ultimate,CZ
25084,user_d4c65b62-3507-4e24-bb12-6a975711096f,1067-10-04 14:49:50+00:00,Higgsfield Ultimate,CZ
25178,user_87888819-b935-43b0-855f-eaa33791c698,1067-09-19 18:22:17+00:00,Higgsfield Ultimate,CZ
25194,user_3a8bc0a6-9a88-4d42-bdc9-f5fa7829349e,1067-09-11 16:49:44+00:00,Higgsfield Ultimate,CZ
25406,user_c3dcc2c4-b265-43cc-87a2-4eaf62541020,1067-09-10 21:37:42+00:00,Higgsfield Creator,DE
25466,user_15984d33-d785-4c56-bddb-92a795a4d196,1067-11-01 15:18:17+00:00,Higgsfield Creator,DE
25493,user_37bdfd80-e81c-4fe3-91b8-b8ef2ca84aed,1067-10-31 14:12:13+00:00,Higgsfield Creator,DE
25501,user_e4e91af8-3df4-487d-a44b-f6a2c1aae00b,1067-10-27 16:23:07+00:00,Higgsfield Creator,DE
25513,user_28237954-714c-4e33-b97b-042dbb34c6ab,1067-10-31 17:02:40+00:00,Higgsfield Creator,DE
25542,user_23ff6feb-4820-4100-b512-722195f5d643,1067-11-01 12:34:05+00:00,Higgsfield Creator,DE
25631,user_758cde00-b9c2-494c-b613-9957bac265af,1067-09-14 23:56:13+00:00,Higgsfield Basic,DE
25683,user_09fe325e-ade2-4e9c-b0ab-df2ae17c1cac,1067-09-16 13:44:59+00:00,Higgsfield Basic,DE
25810,user_a16d4dc1-45a4-4209-87a6-0f80133260b9,1067-10-27 18:28:16+00:00,Higgsfield Creator,DE
25827,user_5630eecb-445e-452c-bdec-e2a9b905e60c,1067-09-16 23:05:22+00:00,Higgsfield Creator,DE
25880,user_3b1646cc-a893-4c46-a746-ecc1f9dfe2b2,1067-09-18 08:32:22+00:00,Higgsfield Creator,DE
26005,user_b87c532f-b9b9-46df-9ee9-ee5ae17f36c0,1067-11-07 20:37:17+00:00,Higgsfield Basic,DE
26042,user_b3e1427f-e892-40e3-9ac5-45c7326870f5,1067-11-06 20:24:29+00:00,Higgsfield Basic,DE
26065,user_da3b65df-82e7-4934-b0c2-6ecd7603e649,1067-11-05 08:48:49+00:00,Higgsfield Basic,DE
26088,user_94f53563-f98d-49eb-bc2b-1c52c0e4bba6,1067-10-30 21:55:42+00:00,Higgsfield Basic,DE
26277,user_7957102c-912b-4865-bcd2-7ca7eed9a2b7,1067-09-24 22:32:58+00:00,Higgsfield Ultimate,DE
26349,user_56cd49bc-672e-49b1-ac7a-de37eca8544c,1067-10-17 09:38:33+00:00,Higgsfield Creator,DE
26456,user_042ec48c-db40-4b78-bcc1-6d1710c806f7,1067-10-10 16:31:08+00:00,Higgsfield Pro,DE
26462,user_0b22831a-0149-4750-a742-15c5790f4efb,1067-09-27 13:45:12+00:00,Higgsfield Pro,DE
